24.523824059005089992524517583660781383514404297,-1795.509635627333864249521866440773010253906250000,60708.167429646586242597550153732299804687500000000,-1265433.009627721272408962249755859375000000000000000,18305082.217045366764068603515625000000000000000000000,-196010981.261582136154174804687500000000000000000000000,1617596935.372012615203857421875000000000000000000000000,-10571304305.780239105224609375000000000000000000000000000,55761862748.134796142578125000000000000000000000000000000,-240672733813.868713378906250000000000000000000000000000000,858276360357.760253906250000000000000000000000000000000000,-2545951113023.332519531250000000000000000000000000000000000,6308333761354.674804687500000000000000000000000000000000000,-13081789744983.587890625000000000000000000000000000000000000,22699775884600.656250000000000000000000000000000000000000000,-32879737608679.234375000000000000000000000000000000000000000,39560700005308.476562500000000000000000000000000000000000000,-39229851117945.070312500000000000000000000000000000000000000,31689476589738.160156250000000000000000000000000000000000000,-20501753529771.375000000000000000000000000000000000000000000,10361968695452.193359375000000000000000000000000000000000000,-3939487844162.726562500000000000000000000000000000000000000,1059106647421.541015625000000000000000000000000000000000000,-179421517875.539154052734375000000000000000000000000000000,14398023039.395120620727539062500000000000000000000000000
-288.680614308977737891837023198604583740234375000,24888.573938195782830007374286651611328125000000000,-940599.693714963039383292198181152343750000000000000,21248346.379284054040908813476562500000000000000000000,-326543633.546362817287445068359375000000000000000000000,3664667880.223447799682617187500000000000000000000000000,-31391352074.778659820556640625000000000000000000000000000,211429240090.357086181640625000000000000000000000000000000,-1143242161946.513183593750000000000000000000000000000000000,5037241977269.684570312500000000000000000000000000000000000,-18278652086635.695312500000000000000000000000000000000000000,55028788633473.429687500000000000000000000000000000000000000,-138090877393420.625000000000000000000000000000000000000000000,289521790241729.562500000000000000000000000000000000000000000,-507203241478728.375000000000000000000000000000000000000000000,740832241343306.250000000000000000000000000000000000000000000,-897951607660370.250000000000000000000000000000000000000000000,896262753754565.000000000000000000000000000000000000000000000,-728198096561382.750000000000000000000000000000000000000000000,473556227145879.625000000000000000000000000000000000000000000,-240456121641504.625000000000000000000000000000000000000000000,91800258869905.781250000000000000000000000000000000000000000,-24772948855139.296875000000000000000000000000000000000000000,4211060328828.835449218750000000000000000000000000000000000,-338970800463.002258300781250000000000000000000000000000000
2171.062795664720397326163947582244873046875000000,-196585.928005435096565634012222290039062500000000000,7803480.246111178770661354064941406250000000000000000,-184131832.608977615833282470703125000000000000000000000,2937422649.663255691528320312500000000000000000000000000,-34028602422.394264221191406250000000000000000000000000000,299456876597.227661132812500000000000000000000000000000000,-2063869639282.784423828125000000000000000000000000000000000,11382121707870.644531250000000000000000000000000000000000000,-51011081853533.968750000000000000000000000000000000000000000,187853752756831.125000000000000000000000000000000000000000000,-572858776096123.375000000000000000000000000000000000000000000,1453827402215784.000000000000000000000000000000000000000000000,-3078463464286568.500000000000000000000000000000000000000000000,5440532674688929.000000000000000000000000000000000000000000000,-8008653663481191.000000000000000000000000000000000000000000000,9774756118537764.000000000000000000000000000000000000000000000,-9817128794203508.000000000000000000000000000000000000000000000,8020828864038650.000000000000000000000000000000000000000000000,-5242294095306316.000000000000000000000000000000000000000000000,2673961209465861.500000000000000000000000000000000000000000000,-1025055262312808.750000000000000000000000000000000000000000000,277652484385944.656250000000000000000000000000000000000000000,-47357725517055.015625000000000000000000000000000000000000000,3823915724979.598144531250000000000000000000000000000000000
-11713.407644825330862659029662609100341796875000000,1086007.566291058436036109924316406250000000000000000,-44234723.480637073516845703125000000000000000000000000,1070791007.410875439643859863281250000000000000000000000,-17497738203.813961029052734375000000000000000000000000000,207207457051.758605957031250000000000000000000000000000000,-1859928816656.486816406250000000000000000000000000000000000,13047768978987.148437500000000000000000000000000000000000000,-73102775420257.875000000000000000000000000000000000000000000,332262927997834.125000000000000000000000000000000000000000000,-1239022117133026.750000000000000000000000000000000000000000000,3820875703073472.500000000000000000000000000000000000000000000,-9794222369941556.000000000000000000000000000000000000000000000,20925771285450400.000000000000000000000000000000000000000000000,-37280600932789672.000000000000000000000000000000000000000000000,55277262916486328.000000000000000000000000000000000000000000000,-67909656417845024.000000000000000000000000000000000000000000000,68608466542482904.000000000000000000000000000000000000000000000,-56356022856396848.000000000000000000000000000000000000000000000,37013287796735080.000000000000000000000000000000000000000000000,-18963455553242320.000000000000000000000000000000000000000000000,7299064136622143.000000000000000000000000000000000000000000000,-1984396077233630.000000000000000000000000000000000000000000000,339617144334000.625000000000000000000000000000000000000000000,-27507930693719.679687500000000000000000000000000000000000000
48259.268099801025527995079755783081054687500000000,-4537090.873584736138582229614257812500000000000000000,187737596.077781379222869873046875000000000000000000000,-4620032662.630836486816406250000000000000000000000000000,76742354456.507324218750000000000000000000000000000000000,-923224692691.784301757812500000000000000000000000000000000,8411161853144.211914062500000000000000000000000000000000000,-59827721650249.125000000000000000000000000000000000000000000,339498921017895.375000000000000000000000000000000000000000000,-1561223171488584.250000000000000000000000000000000000000000000,5884420142034703.000000000000000000000000000000000000000000000,-18324064451446396.000000000000000000000000000000000000000000000,47390196908178664.000000000000000000000000000000000000000000000,-102074635397614944.000000000000000000000000000000000000000000000,183200549978749984.000000000000000000000000000000000000000000000,-273474683022650464.000000000000000000000000000000000000000000000,338045576841387456.000000000000000000000000000000000000000000000,-343451726877108480.000000000000000000000000000000000000000000000,283573795014904320.000000000000000000000000000000000000000000000,-187126288629803520.000000000000000000000000000000000000000000000,96289216999001456.000000000000000000000000000000000000000000000,-37209874383771304.000000000000000000000000000000000000000000000,10153423320965386.000000000000000000000000000000000000000000000,-1743580640462993.000000000000000000000000000000000000000000000,141665927037618.187500000000000000000000000000000000000000000
-157800.240012783440761268138885498046875000000000000,14972335.984479030594229698181152343750000000000000000,-626137374.834500074386596679687500000000000000000000000,15585657482.073173522949218750000000000000000000000000000,-261952885980.924011230468750000000000000000000000000000000,3188535243821.504882812500000000000000000000000000000000000,-29383954351031.585937500000000000000000000000000000000000000,211313338795812.531250000000000000000000000000000000000000000,-1211678906444076.000000000000000000000000000000000000000000000,5626909241703073.000000000000000000000000000000000000000000000,-21403623765893324.000000000000000000000000000000000000000000000,67221663783298048.000000000000000000000000000000000000000000000,-175232089058256384.000000000000000000000000000000000000000000000,380213270759108992.000000000000000000000000000000000000000000000,-687040110971655680.000000000000000000000000000000000000000000000,1032038305527780096.000000000000000000000000000000000000000000000,-1283130583751524096.000000000000000000000000000000000000000000000,1310652140368406528.000000000000000000000000000000000000000000000,-1087522380364551680.000000000000000000000000000000000000000000000,720934249614844928.000000000000000000000000000000000000000000000,-372545071423238464.000000000000000000000000000000000000000000000,144531818266261472.000000000000000000000000000000000000000000000,-39581922562926264.000000000000000000000000000000000000000000000,6820102745074587.000000000000000000000000000000000000000000000,-555870443172223.312500000000000000000000000000000000000000000
420156.806447446288075298070907592773437500000000000,-40125238.415102526545524597167968750000000000000000000,1690857337.581047773361206054687500000000000000000000000,-42442130662.516807556152343750000000000000000000000000000,719655420411.260742187500000000000000000000000000000000000,-8839125143181.484375000000000000000000000000000000000000000,82195209314167.906250000000000000000000000000000000000000000,-596371976788830.750000000000000000000000000000000000000000000,3449211077007415.000000000000000000000000000000000000000000000,-16150977935134376.000000000000000000000000000000000000000000000,61922232736881960.000000000000000000000000000000000000000000000,-195938979972310816.000000000000000000000000000000000000000000000,514392435637698624.000000000000000000000000000000000000000000000,-1123556284723223040.000000000000000000000000000000000000000000000,2042948056639209728.000000000000000000000000000000000000000000000,-3086781733363829248.000000000000000000000000000000000000000000000,3858786312354514944.000000000000000000000000000000000000000000000,-3961690661195766784.000000000000000000000000000000000000000000000,3302912485440488448.000000000000000000000000000000000000000000000,-2199286852510007040.000000000000000000000000000000000000000000000,1141203267077886464.000000000000000000000000000000000000000000000,-444452077197311360.000000000000000000000000000000000000000000000,122158394891268256.000000000000000000000000000000000000000000000,-21119220662449936.000000000000000000000000000000000000000000000,1726728733407856.750000000000000000000000000000000000000000000
-927346.643865956808440387248992919921875000000000000,88992739.648522391915321350097656250000000000000000000,-3771684764.883717536926269531250000000000000000000000000,95279513223.870864868164062500000000000000000000000000000,-1626663905279.045898437500000000000000000000000000000000000,20122275053645.609375000000000000000000000000000000000000000,-188482112821570.906250000000000000000000000000000000000000000,1377545432684051.500000000000000000000000000000000000000000000,-8024919469036152.000000000000000000000000000000000000000000000,37843056823803568.000000000000000000000000000000000000000000000,-146086496375605632.000000000000000000000000000000000000000000000,465320700595383744.000000000000000000000000000000000000000000000,-1229346698415724288.000000000000000000000000000000000000000000000,2701444619507526656.000000000000000000000000000000000000000000000,-4940259891821773824.000000000000000000000000000000000000000000000,7505142353150509056.000000000000000000000000000000000000000000000,-9430510704168656896.000000000000000000000000000000000000000000000,9729054075763789824.000000000000000000000000000000000000000000000,-8148375862853339136.000000000000000000000000000000000000000000000,5449079381523392512.000000000000000000000000000000000000000000000,-2838966678612891136.000000000000000000000000000000000000000000000,1109871452235538816.000000000000000000000000000000000000000000000,-306141116276757440.000000000000000000000000000000000000000000000,53104665579682504.000000000000000000000000000000000000000000000,-4355587713160079.000000000000000000000000000000000000000000000
1718290.937377414898946881294250488281250000000000000,-165516133.613504111766815185546875000000000000000000000,7046349868.960418701171875000000000000000000000000000000,-178901290150.579406738281250000000000000000000000000000000,3071007275610.237792968750000000000000000000000000000000000,-38208696026670.890625000000000000000000000000000000000000000,360035491681201.812500000000000000000000000000000000000000000,-2647398739940515.000000000000000000000000000000000000000000000,15516947170337608.000000000000000000000000000000000000000000000,-73618839717543280.000000000000000000000000000000000000000000000,285898071530010752.000000000000000000000000000000000000000000000,-915997371814721792.000000000000000000000000000000000000000000000,2433798800098819072.000000000000000000000000000000000000000000000,-5377640718037268480.000000000000000000000000000000000000000000000,9886450918039855104.000000000000000000000000000000000000000000000,-15095557339047800832.000000000000000000000000000000000000000000000,19060186936224153600.000000000000000000000000000000000000000000000,-19754480471483498496.000000000000000000000000000000000000000000000,16617703917353394176.000000000000000000000000000000000000000000000,-11159163368172783616.000000000000000000000000000000000000000000000,5836914788377819136.000000000000000000000000000000000000000000000,-2290442216165721856.000000000000000000000000000000000000000000000,634022087271396224.000000000000000000000000000000000000000000000,-110348800343638368.000000000000000000000000000000000000000000000,9079331673843662.000000000000000000000000000000000000000000000
-2696900.136347303166985511779785156250000000000000000,260560771.022352069616317749023437500000000000000000000,-11132442809.795089721679687500000000000000000000000000000,283795086403.300659179687500000000000000000000000000000000,-4893325784077.014648437500000000000000000000000000000000000,61171354346818.312500000000000000000000000000000000000000000,-579284294078316.625000000000000000000000000000000000000000000,4281485308915755.500000000000000000000000000000000000000000000,-25226159919590804.000000000000000000000000000000000000000000000,120315246038356496.000000000000000000000000000000000000000000000,-469705717344089920.000000000000000000000000000000000000000000000,1512759727576222464.000000000000000000000000000000000000000000000,-4040031464746603008.000000000000000000000000000000000000000000000,8971546466715598848.000000000000000000000000000000000000000000000,-16574213364686055424.000000000000000000000000000000000000000000000,25426869502346698752.000000000000000000000000000000000000000000000,-32251587380956938240.000000000000000000000000000000000000000000000,33573386238744502272.000000000000000000000000000000000000000000000,-28361514457713065984.000000000000000000000000000000000000000000000,19122349039350734848.000000000000000000000000000000000000000000000,-10040758830943913984.000000000000000000000000000000000000000000000,3954570126452398592.000000000000000000000000000000000000000000000,-1098514223405901312.000000000000000000000000000000000000000000000,191830095729090304.000000000000000000000000000000000000000000000,-15833595203036020.000000000000000000000000000000000000000000000
